project,commit,typeRFT,description,pre_commit_line_number,pre_commit_code_element,pre_commit_description,post_commit_line_number,post_commit_code_element,post_commit_description,MANUAL - observation,MANUAL - Abstracted Observation,MANUAL - High Level Category,MANUAL - additional details
druid,da32e1ae534a99c29ff60c5535f2d4cb0e344a73,Add Method Annotation,Add Method Annotation @AfterClass in method public tearDownClass() : void from class io.druid.indexing.kafka.supervisor.KafkaSupervisorTest,189,public tearDown() : void,original method declaration,209,@AfterClass,added annotation,Use Powermock to test final class,[PowerMock],MOCKING,MOCK USAGE
flink,9c058871f778f748059829b1b350687e3f789f6f,Add Class Annotation,Add Class Annotation @RunWith(PowerMockRunner.class) in class org.apache.flink.streaming.api.operators.StreamMapTest,32,org.apache.flink.streaming.api.operators.StreamMapTest,original class declaration,52,@RunWith(PowerMockRunner.class),added annotation,mocking utility class,[Mock],MOCKING,MOCK USAGE
flink,7de221224ebf179581228ae2db7bd685468189da,Add Class Annotation,Add Class Annotation @RunWith(PowerMockRunner.class) in class org.apache.flink.runtime.state.MemoryStateBackendTest,41,org.apache.flink.runtime.state.MemoryStateBackendTest,original class declaration,63,@RunWith(PowerMockRunner.class),added annotation,mocking abstract class,[Mock],MOCKING,MOCK USAGE
flink,de443da61cd3b06907b74c8db5f77efde132207b,Add Class Annotation,Add Class Annotation @Ignore in class org.apache.flink.api.common.typeutils.SerializerTestInstance,29,org.apache.flink.api.common.typeutils.SerializerTestInstance,original class declaration,30,@Ignore,added annotation,mocking static class.,[Mock],MOCKING,MOCK USAGE
flink,7de2e4641dd437a04642b3c43dc9e62d8d21380a,Add Method Annotation,Add Method Annotation @RetryOnFailure(times = 3) in method public testRecursiveUploadForYarnS3n() : void from class org.apache.flink.yarn.YarnFileStageTestS3ITCase,167,public testRecursiveUploadForYarnS3n() : void,original method declaration,173,@RetryOnFailure(times = 3),added annotation,mock utility class,[Mock],MOCKING,MOCK USAGE
flink,a8434d686473a088a876967dc2fe9b5dee0e3169,Remove Class Annotation,Remove Class Annotation @RunWith(Parameterized.class) in class org.apache.flink.client.cli.CliFrontendTestBase,35,@RunWith(Parameterized.class),deleted annotation,25,org.apache.flink.client.cli.CliFrontendTestBase,class declaration with removed annotation,Removed @PreparedForTest since mocked class refactored into interface,[Mock],MOCKING,MOCK USAGE
hive,d50aefb594ad3baca7ca9fd9e83cfb0e860a28c5,Add Class Annotation,Add Class Annotation @RunWith(PowerMockRunner.class) in class org.apache.hadoop.hive.ql.parse.repl.TestCopyUtils,26,org.apache.hadoop.hive.ql.parse.repl.TestCopyUtils,original class declaration,53,@RunWith(PowerMockRunner.class),added annotation,mock external resource while fix a bug related to unknown cause of database lock,[Mock],MOCKING,MOCK USAGE
hive,e09e14a484150947a4286276b2855293be6fb2fa,Add Class Annotation,Add Class Annotation @RunWith(MockitoJUnitRunner.class) in class org.apache.hadoop.hive.ql.lockmgr.TestDummyTxnManager,30,org.apache.hadoop.hive.ql.lockmgr.TestDummyTxnManager,original class declaration,51,@RunWith(MockitoJUnitRunner.class),added annotation,mock external resource while fix a bug related to unknown cause of database lock,[Mock],MOCKING,MOCK USAGE
Openfire,bab01d7a6bdb2d8884296839e5a35ef62ed44b20,Add Method Annotation,Add Method Annotation @Ignore in method public testGetGlobalProps() : void from class org.jivesoftware.util.AdminConsoleTest,37,public testGetGlobalProps() : void,original method declaration,39,@Ignore,added annotation,mockitojunitrunner used together with junit test ( one way to get mock working ),[ Others],MOCKING,MOCK USAGE
ambari,b553615b613cafd9cbdcd2dc799f811477d71d22,Add Class Annotation,Add Class Annotation @Experimental(feature = ExperimentalFeature.UNIT_TEST_REQUIRED) in class org.apache.ambari.server.checks.ComponentExistsInRepoCheckTest,51,org.apache.ambari.server.checks.ComponentExistsInRepoCheckTest,original class declaration,55,@Experimental(feature = ExperimentalFeature.UNIT_TEST_REQUIRED),added annotation,"annotation is used to mark an area of code, which contains untested functionality. This allows areas of code, which may not be completed to be quickly located.",[annotate untested -> custom @Experimental],CUSTOM,EXPERIMENTAL FEATURE
ambari,7c0bab1197b5685f86c39a81372d44f8f8648451,Add Method Annotation,Add Method Annotation @Ignore in method public testComponentUpgradeCompleteReport() : void from class org.apache.ambari.server.agent.TestHeartbeatHandler,1328,public testComponentUpgradeCompleteReport() : void,original method declaration,1336,@Ignore,added annotation,"The annotation is used to mark an area of code with untested functionality. This allows areas of code, which may not be completed to be quickly located.",[annotate untested -> custom @Experimental],CUSTOM,EXPERIMENTAL FEATURE
ambari,4957146b8dc26846ec2ffd18a90fb5c1b53dca47,Modify Class Annotation,"Modify Class Annotation @Experimental(feature = ExperimentalFeature.REPO_VERSION_REMOVAL, comment = ""Add test cases for mpacks and multiple/bad versions"") to @Experimental(feature = ExperimentalFeature.UNIT_TEST_REQUIRED, comment = ""Add test cases for mpacks and multiple/bad versions"") in class org.apache.ambari.server.topology.AmbariContextTest",93,"@Experimental(feature = ExperimentalFeature.REPO_VERSION_REMOVAL, comment = ""Add test cases for mpacks and multiple/bad versions"")",original annotation,93,"@Experimental(feature = ExperimentalFeature.UNIT_TEST_REQUIRED, comment = ""Add test cases for mpacks and multiple/bad versions"")",modified annotation,"The annotation is used to mark an area of code with untested functionality. This allows areas of code, which may not be completed to be quickly located.",[annotate untested -> custom @Experimental],CUSTOM,EXPERIMENTAL FEATURE
flink,6be85554332fb576abc16e39d866ed05a7c38b72,Add Method Annotation,Add Method Annotation @Ignore in method public testPojoAllPublic() : void from class org.apache.flink.api.java.type.extractor.PojoTypeExtractionTest,349,public testPojoAllPublic() : void,original method declaration,350,@Ignore,added annotation,Custom annotation for @RetryOnFailure,[Junit lacks Retry] [ Custom ],CUSTOM,RETRY
flink,f59d6a11881be3c6d2174a720a04ec9a55160cc8,Add Method Annotation,Add Method Annotation @Ignore in method public complexIntegrationTest2() : void from class org.apache.flink.streaming.api.complex.ComplexIntegrationTest,145,public complexIntegrationTest2() : void,original method declaration,149,@Ignore,added annotation,Custom annotation for @RetryOnException,[Junit lacks Retry] [ Custom ],CUSTOM,RETRY
flink,a65bd5e121d0898946a684a5c540712e5c69354c,Add Method Annotation,Add Method Annotation @Category(FailsOnJava11.class) in method public testDetachedMode() : void from class org.apache.flink.yarn.YARNSessionFIFOSecuredITCase,107,public testDetachedMode() : void,original method declaration,111,@Category(FailsOnJava11.class),added annotation,Custom annotation for @RetryOnFailure,[Junit lacks Retry] [ Custom ],CUSTOM,RETRY
flink,6ea9dbb00d076754d13e05288aa13d7e946d6567,Modify Method Annotation,Modify Method Annotation @Test(expected = IllegalArgumentException.class) to @Test(expected = RuntimeException.class) in method public testIncompatibleTypes() : void from class org.apache.flink.api.java.io.jdbc.JDBCOutputFormatTest,87,@Test(expected = IllegalArgumentException.class),original annotation,89,@Test(expected = RuntimeException.class),modified annotation,add @Retry test rule,[Junit lacks Retry] [ Custom ],CUSTOM,RETRY
hive,654303a6909f66b75a483cbcb23d0d068d10eb67,Add Class Annotation,Add Class Annotation @RunWith(RetryTestRunner.class) in class org.apache.hadoop.hive.ql.TestAutoPurgeTables,45,org.apache.hadoop.hive.ql.TestAutoPurgeTables,original class declaration,48,@RunWith(RetryTestRunner.class),added annotation,test potentially flaky. Implement custom runner class which retry potential flaky test,[Junit lacks Retry] [ Custom ],CUSTOM,RETRY
hive,c065d8234ad948c64d8cd35b3fcaff6c0747f2b9,Add Class Annotation,Add Class Annotation @RunWith(RetryTestRunner.class) in class org.apache.hadoop.hive.llap.daemon.impl.comparator.TestAMReporter,47,org.apache.hadoop.hive.llap.daemon.impl.comparator.TestAMReporter,original class declaration,49,@RunWith(RetryTestRunner.class),added annotation,"Junit lacks retry annotation, has it's own custom",[Junit lacks Retry] [ Custom ],CUSTOM,RETRY
hive,0977d3bf4503a8bf05185892a95e7fd88bb203cd,Add Class Annotation,Add Class Annotation @RunWith(RetryTestRunner.class) in class org.apache.hive.jdbc.TestTriggersTezSessionPoolManager,35,org.apache.hive.jdbc.TestTriggersTezSessionPoolManager,original class declaration,37,@RunWith(RetryTestRunner.class),added annotation,"Junit lacks retry annotation, has it's own custom",custom,CUSTOM,RETRY
hive,feca1bfa859243903784ee0ce175172973cf950e,Add Class Annotation,Add Class Annotation @RunWith(RetryTestRunner.class) in class org.apache.hive.jdbc.TestTriggersMoveWorkloadManager,49,org.apache.hive.jdbc.TestTriggersMoveWorkloadManager,original class declaration,51,@RunWith(RetryTestRunner.class),added annotation,"Junit lacks retry annotation, has it's own custom",[Junit lacks Retry] [ Custom ],CUSTOM,RETRY
druid,8cdcf69714d6f216500ec6463ff2b4529b5951cb,Modify Method Annotation,Modify Method Annotation @Test(timeout = 500) to @Test(timeout = 5_000) in method public testSimpleSubmission() : void from class io.druid.server.namespace.cache.NamespaceExtractionCacheManagerExecutorsTest,142,@Test(timeout = 500),original annotation,141,@Test(timeout = 5_000),modified annotation,"TestNG / Adding another group, which can selectively run annotated group",[ TestNG + Junit -> 4 Junit lacks Group ],MIXED FRAMEWORK,MIXED FRAMEWORK USAGE
orientdb,4759ca862096873e78fde6969e8c205c46aba70c,Modify Method Annotation,"Modify Method Annotation @Test(dependsOnMethods = ""validationMandatoryNullableNoCloseDb"") to @Test(dependsOnMethods = ""validationDisabledAdDatabaseLevel"") in method public dropSchemaForMandatoryNullableTest() : void from class com.orientechnologies.orient.test.database.auto.CRUDDocumentValidationTest",186,"@Test(dependsOnMethods = ""validationMandatoryNullableNoCloseDb"")",original annotation,213,"@Test(dependsOnMethods = ""validationDisabledAdDatabaseLevel"")",modified annotation,"dependsOnMethods enforces Test to only run after unit tests that it depends on runs. Seems like it enforces specfic orders on unit test. However, tests should not be order dependent.",[ TestNG + Junit -> Junit 4 doesn't have depends],MIXED FRAMEWORK USAGE,TESTNG PROVIDES DEPENDS ON
orientdb,f210adedc0bfc58c67e15bdacf7e26cafa4959c3,Modify Method Annotation,Modify Method Annotation @Test to @Test(enabled = false) in method public testLiveInsert() : void from class com.orientechnologies.orient.core.sql.OLiveQueryTest,60,@Test,original annotation,62,@Test(enabled = false),modified annotation,"dependsOnMethods enforces Test to only run after unit tests that it depends on runs. Seems like it enforces specfic orders on unit test. However, tests should not be order dependent.",[ TestNG + Junit -> Junit 4 doesn't have depends],MIXED FRAMEWORK USAGE,TESTNG PROVIDES DEPENDS ON
hadoop,23624c9248b01794cae88f299bf97735ed09b6ce,Modify Method Annotation,"Modify Method Annotation @Test(timeout = 120000, expected = InvalidJobConfException.class) to @Test(timeout = 120000) in method public testSetupDistributedCacheConflicts() : void from class org.apache.hadoop.mapreduce.v2.util.TestMRApps",363,"@Test(timeout = 120000, expected = InvalidJobConfException.class)",original annotation,363,@Test(timeout = 120000),modified annotation,src code remove throws,[by-product],BY-PRODUCT,BY-PRODUCT
hadoop,829a8e26b9fcd0f834c396e557ee6fb1509906d4,Modify Method Annotation,"Modify Method Annotation @Parameterized.Parameters(name = ""Duration {0}, height {1},"" + "" submission {2}, periodic {3})"") to @Parameterized.Parameters(name = ""Duration {0}, height {1},"" + "" numSubmission {2}, periodic {3})"") in method public data() : Collection<Object[]> from class org.apache.hadoop.yarn.server.resourcemanager.reservation.TestCapacityOverTimePolicy",45,"@Parameterized.Parameters(name = ""Duration {0}, height {1},"" + "" submission {2}, periodic {3})"")",original annotation,46,"@Parameterized.Parameters(name = ""Duration {0}, height {1},"" + "" numSubmission {2}, periodic {3})"")",modified annotation,Parameter renamed. Irrelevant,[by-product],BY-PRODUCT,BY-PRODUCT
hadoop,7142d87344a91468913558f7a9ca773e02a01a8d,Remove Class Annotation,Remove Class Annotation @RunWith(Parameterized.class) in class org.apache.hadoop.security.authentication.client.TestKerberosAuthenticator,43,@RunWith(Parameterized.class),deleted annotation,39,org.apache.hadoop.security.authentication.client.TestKerberosAuthenticator,class declaration with removed annotation,test clean up since parameter not is used. Irrelevant.,[by-product],BY-PRODUCT,BY-PRODUCT
hadoop,b2269581f74df4045cb169a4ce328957c26062ae,Remove Class Annotation,Remove Class Annotation @RunWith(value = Parameterized.class) in class org.apache.hadoop.ozone.ozShell.TestOzoneShell,107,@RunWith(value = Parameterized.class),deleted annotation,100,org.apache.hadoop.ozone.ozShell.TestOzoneShell,class declaration with removed annotation,remove paramterized since src code removed a feature.,[by-product],BY-PRODUCT,BY-PRODUCT
hadoop,d112d183242f447d4b742139f3a4ea531a997f45,Remove Method Annotation,Remove Method Annotation @Test(timeout = 30000) in method public testGetReconfigureStatus() : void from class org.apache.hadoop.hdfs.tools.TestDFSAdmin,90,@Test(timeout = 30000),deleted annotation,100,private testGetReconfigurationStatus(expectedSuccuss boolean) : void,method declaration with removed annotation,"unit test refactored into delegate test, thus caller adds same timeout",[by-product],BY-PRODUCT,BY-PRODUCT
hadoop,1d4612f5ad9678c952b416e798dccd20c88f96ef,Remove Method Annotation,Remove Method Annotation @Test(timeout = 90000) in method public testDSShell() : void from class org.apache.hadoop.yarn.applications.distributedshell.TestDistributedShell,131,@Test(timeout = 90000),deleted annotation,143,public testDSShell(haveDomain boolean) : void,method declaration with removed annotation,"unit test refactored into delegate test, thus caller adds same timeout",[by-product],BY-PRODUCT,BY-PRODUCT
hadoop,bfef9807a08435822546dd66dc72531465f34743,Remove Method Annotation,Remove Method Annotation @Test(timeout = 120000) in method public testSecureRandom() : void from class org.apache.hadoop.crypto.TestCryptoCodec,39,@Test(timeout = 120000),deleted annotation,168,private testSecureRandom(codec CryptoCodec) : void,method declaration with removed annotation,"unit test refactored into delegate test, thus caller adds same timeout",[by-product],BY-PRODUCT,BY-PRODUCT
hbase,9c09ae5fa17533a707fb236391d67acb40443f5d,Add Method Annotation,Add Method Annotation @Ignore in method public testHedgedAsyncEcho() : void from class org.apache.hadoop.hbase.ipc.AbstractTestIPC,369,public testHedgedAsyncEcho() : void,original method declaration,375,@Ignore,added annotation,De-flaking is difficult for when it is not async. Thus purging the test.,[flaky -> delete],BY-PRODUCT,DELETE
hbase,5e26ae043dde217aeda29d9b67e290728adade89,Remove Method Annotation,Remove Method Annotation @Before in method public setup() : void from class org.apache.hadoop.hbase.snapshot.TestMobFlushSnapshotFromClient,109,@Before,deleted annotation,58,protected createTable() : void,method declaration with removed annotation,Remove code duplication using inheritance,[Others],BY-PRODUCT,INTRODUCE INHERITANCE FOR REUSABILITY
